檗	bò	Phellodendron amurense	Phellodendron amurense
桧	guì	Chinese Juniper	Chinese Juniper (Juniperus chinensis); coffin lid decoration (old)
槚	jiǎ	Catalpa, a genus of mostly	Catalpa, a genus of mostly deciduous trees; old term for Camellia sinensis, the tea plant 茶; also called Thea sinensis; small evergreen shrub (Mallotus japonicus)
檠	qíng	instrument for straightening	instrument for straightening bows
检	jiǎn	to check, to examine	to check; to examine; to inspect; to exercise restraint
樯	qiáng	boom, mast	boom; mast; variant of 檣|樯[qiáng]
檥	yǐ	variant of 艤|舣	variant of 艤|舣[yǐ]
檨	shē	mango	mango
檪	lì	old variant of 櫟|栎	old variant of 櫟|栎[lì]
檫	chá	Chinese sassafras	Chinese sassafras; Sassafras tzumu
檬	méng	lemon	lemon
梼	táo	dunce, blockhead	dunce; blockhead
槟	bīng	betel palm, betel nut	betel palm (Areca catechu); betel nut; Taiwan pr. [bīn]
檴	huò	tree	(tree)
檵	jì; qǐ	fringe flower , evergreen	fringe flower (Loropetalum chinense), evergreen shrub; variant of 杞[qǐ], wolfberry shrub (Lycium chinense)
柠	níng	lemon	lemon
槛	kǎn; jiàn	threshold, door sill, banister	door sill; threshold; banister; balustrade; cage for animal or prisoner; to transport caged prisoner on a cart
櫆	kuí	see 櫆師|櫆师 Polaris, the north	see 櫆師|櫆师[kuí​shī] Polaris, the north star
櫌	yōu	harrow	harrow
榈	lǘ	palm tree	palm tree
栉	zhì	to comb, to eliminate, comb	comb; to comb; to weed out; to eliminate; Taiwan pr. [jié]
櫜	gāo	weapon case	weapon case
椟	dú	cabinet, case, casket	cabinet; case; casket
橼	yuán	Citrus medica	Citrus medica
栎	lì	oak, Quercus serrata	oak; Quercus serrata
櫠	fèi	a variety of pomelo	a variety of pomelo (old)
櫡	zhù	variant of 箸	variant of 箸[zhù]
橱	chú	wardrobe, closet, cabinet	wardrobe; closet; cabinet
槠	zhū	Quercus glanca	Quercus glanca
栌	lú	capital, smoke tree	capital (of column); smoke tree
枥	lì	stable, type of oak	type of oak; stable (for horses)
橥	zhū	Zelkova acuminata	Zelkova acuminata
榇	chèn	coffin	Sterculia plantanifolia; coffin
蘖	niè	new shoot growing from cut	new shoot growing from cut branch or stump
栊	lóng	bar, cage, gratings	bar; cage; gratings
榉	jǔ	Zeikowa acuminata	Zeikowa acuminata
櫹	xiāo	a type of big tree archaic	a type of big tree (archaic)
棂	líng	latticework on a window	latticework on a window; variant of 櫺|棂[líng]
樱	yīng	cherry	cherry
櫽	yǐn	tool used for shaping wood	tool used for shaping wood (old); old variant of 檃[yǐn]
欀	xiāng	inner lining of wooden	inner lining of wooden utensils; component beam used in building construction; species of oak tree with medicinal bark (old)
欂	bó	rafter	rafter
欃	chán	comet	sandalwood (Santalum album), a Nepalese tree producing valuable fragrant oil; comet
栏	lán	fence, railing, hurdle	fence; railing; hurdle; column or box (of text or other data)
权	quán; Quán	authority, power, right	authority; power; right; (literary) to weigh; expedient; temporary; surname Quan
欎	yù	old variant of 鬱|郁	old variant of 鬱|郁[yù]
椤	luó	see 桫欏|桫椤	see 桫欏|桫椤[suō​luó]
欐	lì	beam	beam
欑	zàn	gather	gather
栾	Luán; luán	Koelreuteria paniculata	surname Luan; Koelreuteria paniculata
榄	lǎn	olive	olive
欙	léi	sedan	sedan
欛	bà	variant of 杷	variant of 杷[bà]; variant of 把[bà]
郁	yù; Yù	dense, melancholy, elegant	dense (growth); melancholy; variant of 鬱|郁[yù]; elegant; old variant of 鬱|郁[yù]; surname Yu
欠	qiàn	to owe, to lack, deficient	deficient; to owe; to lack; yawn
次	cì	second, secondary	next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time
欣	xīn	happy	happy
欨	xū	happy	(literary) to blow or breathe upon; happy
欬	kài	to cough	to cough
欱	hē	variant of 喝	variant of 喝[hē]
欵	kuǎn	to detain, to treat well	to treat well; to detain; variant of 款[kuǎn]
欶	shuò	to suck, to drink	to suck; to drink
欷	xī	to sob	to sob
欸	ǎi	sigh, exclamation Eh!	sigh; exclamation Eh!
欹	yī	interjection	interjection
欺	qī	to deceive, to cheat	to take unfair advantage of; to deceive; to cheat
欻	xū; chuā	suddenly, crashing sound	suddenly; also pr. [hū]; (onom.) crashing sound
欼	chǐ	drink	drink
